canonical_url,date_published,domain,from_user_botscore,from_user_id,from_user_screen_name,id,is_mention,original_query,pub_date,site_domain,site_type,title,to_user_botscore,to_user_id,to_user_screen_name,tweet_created_at,tweet_id,tweet_type,tweet_url,url_id,url_raw
,2019-07-17T14:21:15Z,,0.0481137,1115546348,JDC_Cheo,,false,query=%23RickyRenuncia&sort=recent&type=Twitter,2019-07-17T14:21:15Z,,claim,,0.0607801,299044962,LuisYoPR,2019-07-17T14:21:15Z,1151497091778134017,retweet,https://twitter.com/JDC_Cheo/status/1151497091778134017,,
,2019-07-17T14:21:15Z,,0.0350826,72021355,MissKabuki,,false,query=%23RickyRenuncia&sort=recent&type=Twitter,2019-07-17T14:21:15Z,,claim,,0.0444788,272627320,Simba_0804,2019-07-17T14:21:15Z,1151497092550078464,retweet,https://twitter.com/MissKabuki/status/1151497092550078464,,
,2019-07-17T14:21:16Z,,0.0562449,135285845,casapuebloorg,,false,query=%23RickyRenuncia&sort=recent&type=Twitter,2019-07-17T14:21:16Z,,claim,,0.41357,1123583653341057025,CR_one973,2019-07-17T14:21:16Z,1151497097994051591,retweet,https://twitter.com/casapuebloorg/status/1151497097994051591,,
,2019-07-17T14:21:17Z,,0.0299138,724444922,carlacamach0,,false,query=%23RickyRenuncia&sort=recent&type=Twitter,2019-07-17T14:21:17Z,,claim,,0.158817,372488887,NMRiveraRivera,2019-07-17T14:21:17Z,1151497102339579904,retweet,https://twitter.com/carlacamach0/status/1151497102339579904,,
,2019-07-17T14:21:17Z,,,2582567569,AliceaDaliana,,false,query=%23RickyRenuncia&sort=recent&type=Twitter,2019-07-17T14:21:17Z,,claim,,,1002648264724926465,nydielis06,2019-07-17T14:21:17Z,1151497103107121153,retweet,https://twitter.com/AliceaDaliana/status/1151497103107121153,,
,2019-07-17T14:21:18Z,,0.0299138,88057396,karlamonroig,,false,query=%23RickyRenuncia&sort=recent&type=Twitter,2019-07-17T14:21:18Z,,claim,,,345660937,eugenio175,2019-07-17T14:21:18Z,1151497107951542272,retweet,https://twitter.com/karlamonroig/status/1151497107951542272,,
,2019-07-17T14:21:19Z,,0.0444788,78480961,miss_gines,,true,query=%23RickyRenuncia&sort=recent&type=Twitter,2019-07-17T14:21:19Z,,claim,,0.0350826,10228272,YouTube,2019-07-17T14:21:19Z,1151497111978086400,mention,https://twitter.com/miss_gines/status/1151497111978086400,,
,2019-07-17T14:21:19Z,,0.0444788,78480961,miss_gines,,true,query=%23RickyRenuncia&sort=recent&type=Twitter,2019-07-17T14:21:19Z,,claim,,0.027614,39203045,Residente,2019-07-17T14:21:19Z,1151497111978086400,mention,https://twitter.com/miss_gines/status/1151497111978086400,,
,2019-07-17T14:21:19Z,,0.0444788,78480961,miss_gines,,true,query=%23RickyRenuncia&sort=recent&type=Twitter,2019-07-17T14:21:19Z,,claim,,0.0411067,49326815,ilevitable,2019-07-17T14:21:19Z,1151497111978086400,mention,https://twitter.com/miss_gines/status/1151497111978086400,,
,2019-07-17T14:21:19Z,,0.0444788,78480961,miss_gines,,true,query=%23RickyRenuncia&sort=recent&type=Twitter,2019-07-17T14:21:19Z,,claim,,0.0379801,1059542139737128960,sanbenito,2019-07-17T14:21:19Z,1151497111978086400,mention,https://twitter.com/miss_gines/status/1151497111978086400,,
